ID,Tweets,Label,Remarks
1.01E+18,@Airtel_Presence @DoT_India ##Got a call from airtel that my speed is upgraded to 40mbps and asked me to increase m… https://t.co/EmQwftmXXD,NNW,
1.01E+18,@Airtel_Presence I am an Airtel Payment Bank customer but unable to update adhaar. Please help me how I can update dat.,NSC,
1.01E+18,"@Airtel_Presence I did a recharge with RC96, I am supposed to get 6gb Data. But I got only 2Gb. Can you please assi… https://t.co/kRa8dn12o6",QRY,
1.01E+18,@airtelindia @Airtel_Presence #Airtel Hi what is the issue with your data connection in #Kolkata? No internet even… https://t.co/6sd62Hytrk,NNW,
1.01E+18,"Hey @airtelindia @Airtel_Presence there is hide &amp; Seek game within your internet 3G, H,4G &amp; ! .but every time your… https://t.co/jeKda2biNe",NNW,
1.01E+18,@Airtel_Presence airtel should work    on resolving network probelem first rather investing on big advertisement si… https://t.co/t60gnXaQ0b,NNW,
1.01E+18,I was told that my bill was more because of the excess internet that i used..The app shows 20GB data carry forwarde… https://t.co/RRD5w8lPQp,NSC,
1.01E+18,@Airtel_Presence I got charged for dialing Tikona customer care 1860-3000-3434. I have unlimited free calls and thi… https://t.co/cifiqQAo4p,NSC,
1.01E+18,"RT @shaileshkpandey: Thanks @Airtel_Presence !!!

Without you it won't have been possible to experience almost complete radio silence ...",PSC,
1.01E+18,RT @RDCBob1: @SushilKejriwal5 @Airtel_Presence @TRAI @jagograhakjago @Consumer2Court @bhonpu_news @UfterYou @LogicalIndians @iArnabFan @Zee…,NSC,
1.01E+18,RT @Cavikasrsomani: @Airtel_Presence @VodafoneIN @reliancejio @UfterYou @republic @ndtv @aajtak This the proof of new bill https://t.co/s1I…,NSC,
1.01E+18,"RT @SushilKejriwal5: @airtelindia @Airtel_Presence Mr. Sunil Bharati Mittal, ur twitter team jus knows askng ppl to DM their contact detail…",NSC,
1.01E+18,RT @Cavikasrsomani: @Airtel_Presence @VodafoneIN @reliancejio @UfterYou @republic @ndtv @aajtak This the proof of new bill https://t.co/s1I…,NSC,
1.01E+18,@arunjaitley @FinMinIndia @RBI Wish to verify authenticity of SMS “Fraudulent transaction in your bank account? Lim… https://t.co/AwlN4dX57f,NSC,
1.01E+18,@Airtel_Presence @airtel_care @airtelindia how its validity decreases with time???? https://t.co/HsTtpuYrgE,NSC,
1.01E+18,@Airtel_Presence what will be the cost of 1 prepaid connection?,QRY,
1.01E+18,RT @anshunm: Pathetic network @Airtel_Presence @airtelindia  why the hell you people don’t correct your network it’s been ‘more than 6 mont…,NNW,
1.01E+18,RT @Cavikasrsomani: @Airtel_Presence @VodafoneIN @reliancejio @UfterYou @republic @ndtv @aajtak Pls refund or face legal action @Consumer2C…,NNW,
1.01E+18,"RT @RDCBob1: @anshunm @UfterYou @Airtel_Presence @airtelindia ...@Airtel_Presence - they r just blabbermouths ,  commit a lot but do nothin…",NSC,
1.01E+18,RT @Cavikasrsomani: @Airtel_Presence @VodafoneIN @reliancejio @UfterYou @republic @ndtv @aajtak Pls refund or face legal action @Consumer2C…,NSC,
1.01E+18,RT @Cavikasrsomani: @Airtel_Presence @VodafoneIN @reliancejio @UfterYou Yet another bill is generated with same rental no discount as promi…,NPL,
1.01E+18, @airtelindia   landline..internet services down since 2 days...no action...east delhi,NSC,
1.01E+18,@Airtel_Presence #airtel new #ir #scam. Their best way to loot the #money from #customers and then they don’t reply… https://t.co/iDteOOrWDU,NSC,
1.01E+18,"Dear @airtelindia @Airtel_Presence Team,
The services of #Airtel are worst in our locality. I registered many compl… https://t.co/vDWRfh7KLx",NNW,
1.01E+18,"@Airtel_Presence VoLTE Service has been stopped after changing handset. Customer care said , my number is not activ… https://t.co/W0LAnf72Ny",NSC,
1.01E+18,"RT @vivekstubsharma: Network and also Data speed has been gone worst in last 7 days, I called Customer Care but she asked to change my hand…",NNW,
1.01E+18,@Airtel_Presence @JioCare @ideacellular jio speed in my area is ridiculous https://t.co/bJ3tcwuGRj,NNW,
1.01E+18,Beware of Airtel faux calls by Airtel staffs who will ask you to port your service provider to Airtel by offering y… https://t.co/GdQRj7zRlW,NSC,
1.01E+18,RT @Cavikasrsomani: @Airtel_Presence @VodafoneIN @reliancejio @UfterYou @republic @ndtv @aajtak @Consumer2Court @jagograhakjago @TRAI @Kapi…,NSC,
1.01E+18,RT @Cavikasrsomani: @Airtel_Presence @VodafoneIN @reliancejio @UfterYou @republic @ndtv @aajtak @Consumer2Court @jagograhakjago @TRAI @Kapi…,NSC,
1.01E+18,"RT @singhrohitvns: @Airtel_Presence All Airtel users from Badarpur, New Delhi 110044 are facing connectivity Issue since yesterday and we a…",NNW,
1.01E+18,@Airtel_Presence been stuck on 3g network since last evening..4g seems to be very poor and barely works.What gives?,NNW,
1.01E+18,Dear @airtel_presence I received a threatening call on the behalf of you. The guy called me from this+919162805460… https://t.co/d8nVPLF1FR,NSC,
1.01E+18,RT @bobby_roy: @Cavikasrsomani @UfterYou @Airtel_Presence @VodafoneIN @reliancejio @republic @ndtv @aajtak Don't pay you will never get bac…,NSC,
1.01E+18,RT @Cavikasrsomani: @Airtel_Presence @VodafoneIN @reliancejio @UfterYou @republic @ndtv @aajtak Now @Airtel_Presence has blocked my data it…,NSC,
1.01E+18,"@Airtel_Presence I would be lying if I say, it's been good! No, it isn't. Ending my 12 year continuous association… https://t.co/f5EuYSZa8r",NSC,
1.01E+18,@airtel_care @Airtel_Presence @AirtelNigeria its been 17 days i have been complaining and nothing from you guys. It… https://t.co/NaG4Qm0LAf,NSC,
1.01E+18,"Hello @Airtel_Presence !

You are absent in our area since 15 days 

Happening second time after the rains started.… https://t.co/zf5TTk6mLI",NSC,
1.01E+18,@Airtel_Presence want MNP from jio to Airtel. Tell me how to do that?,QRY,
1.01E+18,@Airtel_Presence my current pack is of 1.4gb/day . I bought an 3gb pack for 49rs Nd it is showing me 1gb left from… https://t.co/Nu9fY1i8PK,QRY,
1.01E+18,RT @Cavikasrsomani: @Airtel_Presence @VodafoneIN @reliancejio @UfterYou @republic @ndtv @aajtak #chorairtel,QRY,
1.01E+18,RT @Cavikasrsomani: @bobby_roy @UfterYou @Airtel_Presence @VodafoneIN @reliancejio @republic @ndtv @aajtak It's really not about money..rs.…,NSC,
1.01E+18,@Airtel_Presence @airtelindia See below one more issue from the same location. Looking forward for earliest resolut… https://t.co/8idFZakyvn,NNW,
1.01E+18,"My sim hasn't been working for 2 weeks since porting from MAA to BLR circle . Have been complaining everyday.
At le… https://t.co/y4KihmKkS2",NSC,
1.01E+18,@Airtel_Presence worst service ever I’ve changed my sim from jio to Airtel  but the service of  jio is far better t… https://t.co/BKlQIVoZuQ,NSC,
1.01E+18,"@airtelnews, @Airtel_Presence, @airtelindia, open network-no network, advertising for network-waiting from 6months… https://t.co/eIl3gbftFh",NSC,
1.01E+18,RT @bobby_roy: @Cavikasrsomani @UfterYou @Airtel_Presence @VodafoneIN @reliancejio @republic @ndtv @aajtak Don't pay you will never get bac…,NSC,
1.01E+18,"RT @shaileshkpandey: Thanks @Airtel_Presence !!!

Without you it won't have been possible to experience almost complete radio silence ...",PSC,
1.01E+18,"RT @shakkuiyer: Hello @Airtel_Presence !

You are absent in our area since 15 days 

Happening second time after the rains started.

One li…",QRY,
1.01E+18,RT @Cavikasrsomani: @Airtel_Presence @VodafoneIN @reliancejio @UfterYou @republic @ndtv @aajtak #chorairtel,QRY,
1.01E+18,RT @Cavikasrsomani: @Airtel_Presence @VodafoneIN @reliancejio @UfterYou @republic @ndtv @aajtak I am following so many public figure pls re…,QRY,
1.01E+18,@Airtel_Presence scammers give me my money back.,NSC,
1.01E+18,@Airtel_Presence @airtelindia hello airtel i am not able to use mobile internet can u please help me out regarding that,QRY,
1.01E+18,"@Airtel_Presence @airtelindia  Dear #Airtel 
don't fools peoples with worthless ad's.... one day no one trust u if… https://t.co/auT1B18Kto",QRY,
1.01E+18,@Airtel_Presence #Airtel shame on you . Still no one called me . Pathetic service . Calling on othetnetwork DND num… https://t.co/ClRLips8aN,NSC,
1.01E+18,@Airtel_Presence How one can migrate from #AirtelDigitalTV with annual pack subscription to a normal HD box? @airtelindia,NSC,
1.01E+18,"@Airtel_Presence why is my OG barred when the UL validity is yet to expire?

Why is it asking me to recharge now?",NSC,
1.01E+18,@Airtel_Presence @airtelindia this company has an expertise to do nothing. They’re taking a two months to activate… https://t.co/pDzDoZBKYg,NSC,
1.01E+18,"@Airtel_Presence  Hi  my net is not working from hockey satidum Kolhapur , &amp; many time I had done compliant as well… https://t.co/qyDyEMn5Nf",NSC,
1.01E+18,@airtel_care @airtelindia @Airtel_Presence hi Airtel im so angry by your network its so baid no signal auto cut cal… https://t.co/DfYjrwJLbl,NNW,
1.01E+18,"@Airtel_Presence @airtelindia I m not getting proper network at my home &amp; office also. 
You r not deserving best-es… https://t.co/9uC1S56QIR",NNW,
1.01E+18,Hello @Airtel_Presence kindly check very worst data speed in my location... No 4G network here... Kindly resolve AS… https://t.co/wVqEnIP8Ig,NNW,
1.01E+18,@ideacellular i just bought a new sim..but it doesnt show 4g signal..bleady idea i wiil just throw and change to @Airtel_Presence,NNW,
1.01E+18,"Dear Airtel, Plz Stop your the most stupid services at my location. Such pathetic it is @Airtel_Presence",NSC,
1.01E+18,"@Airtel_Presence kindly make ur technical team efficient enough.

My mobile number 8469316768 was otp based ported… https://t.co/bDXqzO6GUY",NSC,
1.01E+18,"@idea_cares 
""BEST POSSIBLE OPTIMIZATION"" RESULTS IN 0.31Mbps '4G' SPEED!!
HOW LONG I HAVE TO ""BEAR"" WITH U USELESS… https://t.co/YQT40Bum1h",NSC,
1.01E+18,"Recharge done of Rs. 399/-, got facility for 70 days instead of 84 days. @Airtel_Presence pathetic service from your side.",NSC,
1.01E+18,We successfully ported from Airtel to Jio. All thanks to Jio for their great services. Jio you are the Best ever.… https://t.co/dBlqMON61n,NSC,
1.01E+18,What amazing speeds ??@Airtel_Presence . Do you say this is #TheFastest4G network??. Will port to @JioCare https://t.co/Ek0Kqmnpdm,NNW,
1.01E+18,@Airtel_Presence if the company is not able to provide services inform us so that we can move to other Telecom comp… https://t.co/fNYGv0grSO,NSC,
1.01E+18,"@Airtel_Presence - Addio airtel thanks a lot for making me end such long relationship with u pathetic services , no… https://t.co/FoXTuKwyE1",NSC,
1.01E+18,@airtelindia @Airtel_Presence why you people starting any VA services without any request in last two 60 INR has be… https://t.co/fUnZ1yIC42,NSC,
1.01E+18,@Airtel_Presence  fuck you and your network. I have been waiting since the past 45 minutes to get back my network o… https://t.co/bo4zoiQsPZ,NNW,
1.01E+18,RT @Cavikasrsomani: @UfterYou @Airtel_Presence can't compete @reliancejio so earning by way of different means just to reduce loss it seems,NSC,
1.01E+18,@Airtel_Presence you know airtel is getting it to their heads. Treating customer requirements like shit tends them… https://t.co/fqMY6ZuAVW,NSC,
1.01E+18,"RT @Cavikasrsomani: @UfterYou @Airtel_Presence @VodafoneIN @reliancejio @airtelindia Spread this, see my tweets for proof",NSC,
1.01E+18,@Airtel_Presence Just talked to a customer care executive to clear a doubt on payments. She was not able to clear t… https://t.co/m2xK5oTcaF,NSC,
1.01E+18,RT @Cavikasrsomani: @UfterYou @Airtel_Presence can't compete @reliancejio so earning by way of different means just to reduce loss it seems,NSC,
1.01E+18,RT @Cavikasrsomani: @UfterYou Let's target 100 postpaid costomer to switch to other network from @Airtel_Presence to @VodafoneIN other to @…,NSC,
1.01E+18,This is the bill that was sent to me..the amount of 502 wothout any reason given.. @Airtel_Presence @airtelindia co… https://t.co/MGyuWQ6IEv,NPL,
1.01E+18,@Airtel_Presence how many seconds ur Representative take before transferring the call to an “unrelated circle”.? Tr… https://t.co/TorBXZb3dd,NSC,
1.01E+18,@Airtel_Presence  you may be the fastest network but the service you offer is most lethargic and intentions are to bankrupt the customer.,NNW,
1.01E+18,"@Airtel_Presence Hello AirTel Team, I am facing issues with two AirTel SIM cards that we have, and they are not wor… https://t.co/d304imRIZn",NNW,
1.01E+18,@Airtel_Presence @airtelindia My SMS services are not active yet!! Your customer services have become horrible over… https://t.co/XYoihIP5PX,NSC,
1.01E+18,"@airtelindia @Airtel_Presence @airtelnews it's 2day and you guys were not able to call me or resolve my issue, but… https://t.co/T4fLrXyOps",NSC,
1.01E+18,Feeling good while applying MNP from jio to Airtel using JIO worst network @JioCare @reliancejio @airtelindia… https://t.co/bUP6YAMH5U,NNW,
1.01E+18,RT @RatnRajiv: @yadavsatyendra @Airtel_Presence @airtelindia @satishmhnt111 @DwivedAbhinav My concerns are still unaddressed. @Airtel_Prese…,NSC,
1.01E+18,@Airtel_Presence @airtelindia please stop the services and return the money. I have mailed 121@in.airtel.com but no… https://t.co/cuMbkWXIn3,NSC,
1.01E+18,"@airtelindia @Airtel_Presence This is possible only with Airtel India’s Fastest 4G Network, it’s gud to show in mob… https://t.co/ZtisIEuNH9",NSC,
1.01E+18,"RT @jinendramedicos: @Airtel_Presence kindly make ur technical team efficient enough.

My mobile number 8469316768 was otp based ported fro…",NSC,
1.01E+18,"@Airtel_Presence facing internet connectivity issues,on 9650906842.
 customer care is not responsive. @airtelindia… https://t.co/gyeITlLoKs",NSC,
1.01E+18,"@airtelindia @Airtel_Presence 8170929332 balance keeps getting deducted, please stop all value added services. Very… https://t.co/oftmI1vWsW",NNW,
1.01E+18,Again @Airtel_Presence https://t.co/SEudgWwTCd,NSC,
1.01E+18,@Airtel_Presence Apply for MNP of my number 9862797843 to AIRTEL from JIO.  Doing all formalities. 12 hrs crossed I… https://t.co/maJe9EQ6pJ,NSC,
1.01E+18,@Airtel_Presence @airtelindia I am not the first customer you people are doing all these cheating. I think to stop… https://t.co/ma0A5e6Fmv,NSC,
1.01E+18,"@Airtel_Presence Same recharge and different offer for every number???
I did my parents monthly recharge and they g… https://t.co/eAlMwpDp9P",NSC,
1.01E+18,"@Airtel_Presence @airtelindia hello , how can I get my receipt through payment wallet, as I have done the payment t… https://t.co/DASJzsCXry",NPL,
1.01E+18,@Airtel_Presence I am not getting a offer of 3 months recharge since I have ported in to Airtel (6months).take note of it n reply to me,NSC,
1.01E+18,"@Airtel_Presence  What in the world is wrong with your network, it took me 3 attempts just to tweet this. GIVE MY M… https://t.co/9QvL8XEYz8",NSC,
1.01E+18,@Airtel_Presence @Airtel_Presence  @airtelindia  @airtelnews  has hired  nonsense people who don't have knowledge a… https://t.co/JLCvt9POf9,NSC,
1.01E+18,RT @jinendramedicos: @Airtel_Presence 8991981798978559072U H3,NSC,
1.01E+18,@JioCare @reliancejio this is known as true4G network @Airtel_Presence you are really the best network https://t.co/Ib7gFs4e8b,NSC,
1.01E+18,RT @RDCBob1: @just_outspoken @ActivistOnjob @UfterYou @jsmurthy123 @babagolmaal @bhonpu_news @tejaschogale @newproblem @manojsinhabjp @Secr…,PNW,
1.01E+18,"RT @shakkuiyer: Hello @Airtel_Presence !

You are absent in our area since 15 days 

Happening second time after the rains started.

One li…",QRY,
1.01E+18,@Airtel_Presence waiting for broadband installation for more than 48hours. No response from executive shivakumar si… https://t.co/Rp1ogtCPhB,NSC,
1.01E+18,RT @Cavikasrsomani: @UfterYou Let's target 100 postpaid costomer to switch to other network from @Airtel_Presence to @VodafoneIN other to @…,NSC,
1.01E+18,@JioCare @reliancejio how can you say that yours is best 4G network when your network is worst @Airtel_Presence I w… https://t.co/IZZ3FHzc1a,NSC,
1.01E+18,RT @imaaansari: Eid Mubarak @Airtel_Presence . I am tweeting this using mobile hotspot on a Jio network. Because your internet is not conne…,NNW,
1.01E+18,Wah re @VodafoneIN ... 399/- ka plan batakar 636/- ka bill bhejte ho.. @Airtel_Presence @JioCare,NPL,
1.01E+18,"@airtelindia @Airtel_Presence 
Once again you consistently disappoint. Paid for a new broadband connection and yet… https://t.co/fkqrtl4fPy",NPL,
1.01E+18,@Airtel_Presence I have recently ported my number to Airtel and it was just yesterday after about 5 days I got sign… https://t.co/xXU5TrxoyC,NSC,
1.01E+18,"@Airtel_Presence We are facing acute signal issues with Airtel in and around Ashok Vihar Phase-4,Delhi-52, and have… https://t.co/KVAXfHGIjb",NNW,
1.01E+18,"Why don't you give a full 30 days internet pack?
I don't understand the logic behind 28 days?
This type of packs di… https://t.co/UEmcFtHE4I",NPL,
1.01E+18,"@Airtel_Presence Hi Do you want us to switch our customer provider or what? 
Yet again a frivolous topup has been a… https://t.co/OR9t5odYB1",NSC,
1.01E+18,I took this connection few years back. always 4G was there and speed of internet was so fast.but since last few mon… https://t.co/nj0JAVSwnh,NSC,
1.01E+18,@Airtel_Presence no action is been taken by you... still waiting from your side. this is my last message to you eit… https://t.co/p3BugMcjTQ,NSC,
1.01E+18,"@Airtel_Presence I am regular user of @ideacellular  and @reliancejio ,but this time I given chance to @airtel ,and… https://t.co/rBzznSEoV1",NSC,
1.01E+18,"@Airtel_Presence I am facing quality issue from first day I have ported in network, now you are not allowing me to… https://t.co/etl2XPeAI1",NSC,
1.01E+18,@Airtel_Presence would you PLEASE bother to help me regarding the problems that I'm facing on your network?,NNW,
1.01E+18,@SunilBhartiMit2 @SUNILTALDAR @airtelnews @Airtel_Presence @DTH24x7 @AirtelPresence @airtelindia https://t.co/EQlqCxznbo,NSC,
1.01E+18,"Dear @VodafoneIN, I am continuously receiving random calls from @Airtel_Presence care. They are offering me cheaper… https://t.co/0o4n0iDx5J",NNW,
1.01E+18,"@Airtel_Presence I had given a request for broadband connection last evening (online), unfortunately no one has got in touch with me.",NSC,
1.01E+18,I have changed my sim card as told to do so by your customer care executive still I'm facing alot of network issues… https://t.co/qcPTtpXLp7,NNW,
1.01E+18,Kindly look into the matter if there is any hope of resolving the issue then please do it ASAP. I was so satisfied… https://t.co/aWA6BL5JLd,NSC,
1.01E+18,@Airtel_Presence check DM,QRY,
1.01E+18,"@Airtel_Presence 
I can clearly see why people hate Airtel after porting to Airtel..",QRY,
1.01E+18,Hi @airtelindia @Airtel_Presence @airtelindia despite my constant effort asking for help from you via customer care… https://t.co/aZCE8tN1US,NSC,
1.01E+18,Airtel one of the worst Network experience from past few months and customer care people not at all responding prop… https://t.co/t5l9K7daWq,NSC,
1.01E+18,@Airtel_Presence @airtelindia at last free from your prison... India's third class network... Happy to be on… https://t.co/I5HjKmWWLl,NNW,
1.01E+18,RT @sadiq1914: Calling to Airtel customer care. They even don't know the reason just trying to meke me fool by saying sir please call us in…,NSC,
1.01E+18,"Hey @Airtel_Presence , you're trash",NSC,
1.01E+18,@Airtel_Presence I have got the offer of 2.4 GB per day at 9116386993 and recharged few days back at my 4G mobile b… https://t.co/kShpYVUpAA,NSC,
1.01E+18,@Airtel_Presence @airtelindia @airtelnews Not getting internet from yesterday...no one cares...called service perso… https://t.co/R7Lv6B0G5X,NSC,
1.01E+18,"@Airtel_Presence @airtelindia @TataSky @DishTV_India 
Airtel is biggest froud company in india. Any good customer h… https://t.co/rhbqjCirhF",QRY,
1.01E+18,"RT @Prash4u007: @Airtel_Presence @DoT_India Now, this is https://t.co/tDzyVmaovI’s been more than 1.5 months &amp;still my SR 4 bad network con…",NNW,
1.01E+18,".@airtelindia @Airtel_Presence Plz Improve Your 4G network.. Data speed is very Slow...

With Every Passing days, A… https://t.co/UASzgEPUPB",NNW,
1.01E+18,"@Airtel_Presence issues not resolved yet.. resolved my issue ASAP..otherwise I have different option also..
I alrea… https://t.co/UamgGTNDYv",NSC,
1.01E+18,Better to switch @Airtel_Presence https://t.co/3sKkOePoW7,NSC,
1.01E+18,@Airtel_Presence @airtelindia - shame shame #AIRTEL #SHAMESHAMEAIRTEL #CHEATERAIRTEL #WORSTAIRTEL #TRAI @TRAI https://t.co/Uyjd3rafUr,NSC,
1.01E+18,"@Airtel_Presence 
Its going to be one month and my complaint is not resolved yet 
#shameonservice",NSC,
1.01E+18,"RT @shakkuiyer: Hello @Airtel_Presence !

You are absent in our area since 15 days 

Happening second time after the rains started.

One li…",NNW,
1.01E+18,"199 or 399 package does not comes with free calling to every number,airtel is always DhokaTEL @Airtel_Presence… https://t.co/j2O6EQTxw0",NPL,
1.01E+18,"@Airtel_Presence Hi, I wanted to know if the offer with Amazon prime is still valid. It doesnt show up on my airtel TV app",QRY,
1.01E+18,@Airtel_Presence @airtelindia I am your customer for more than 5 years. But looks like you are not interested in so… https://t.co/x7C71akMw3,NSC,
1.01E+18,@Airtel_Presence @TRAI @RBI @CVCIndia @MIB_India @DoT_India how can be such advertisers allowed besides having full… https://t.co/52adEt972L,NSC,
1.01E+18,RT @AshutoshMaurya_: @abi_sri99 @Airtel_Presence @JioCare Better than jio don't go for jio it's 20 kbps,PNW,
1.01E+18,@Airtel_Presence @airtelindia Just called u r customer care and the officer had disconnected the call while speakin… https://t.co/SrbMFXCn8i,NSC,
1.01E+18,"RT @shakkuiyer: Hello @Airtel_Presence !

You are absent in our area since 15 days 

Happening second time after the rains started.

One li…",NNW,
1.01E+18,RT @abi_sri99: What amazing speeds ??@Airtel_Presence . Do you say this is #TheFastest4G network??. Will port to @JioCare https://t.co/Ek0K…,NNW,
1.01E+18,RT @NITISHP08549509: speed test at marimata square indore madhyapradesh @JioCare shame on you jio see the speed this is how 4g https://t.co…,NNW,
1.01E+18,RT @abi_sri99: What amazing speeds ??@Airtel_Presence . Do you say this is #TheFastest4G network??. Will port to @JioCare https://t.co/Ek0K…,NNW,
1.01E+18,"@Airtel_Presence  sir why your 4G network in area(844122) is not good 
It fluctuates more than alternating current.… https://t.co/34jE7EQkDQ",NNW,
1.01E+18,RT @Cavikasrsomani: @UfterYou Let's target 100 postpaid costomer to switch to other network from @Airtel_Presence to @VodafoneIN other to @…,NNW,
1.01E+18,"RT @prashar13: @Cavikasrsomani @UfterYou @Airtel_Presence @VodafoneIN @reliancejio @republic @ndtv @aajtak Port to other network , they are…",NSC,
1.01E+18,"@Airtel_Presence worst network in Jigani area, Bangalore",NNW,
1.01E+18,@Airtel_Presence internet not working properly. Haven't seen 4g icon since last two days.,NNW,
1.01E+18,"For all your chest-thumping about high speed 4G and being the best among networks, you have been a sorry letdown si… https://t.co/2j7iopxfWj",NNW,
1.01E+18,@Airtel_Presence I m trying to connect internet from last 2 hours I unable to connect very poor 3 Rd class experience,NNW,
1.01E+18,@airtel_care @Airtel_Presence even after DND I am getting such spam messages. No need for automated reply asking DM… https://t.co/DmeGdhE2bv,NSC,
1.01E+18,@reliancejio badly let down by both  @Airtel_Presence and @VodafoneIN. You are the last resort. Porting out. DM-ing… https://t.co/GJhPlV9iLe,NSC,
1.01E+18,@Airtel_Presence What's the use of unlimited calls pack when I can't even have one telephonic conversation without… https://t.co/fBYfRIy0Kx,NSC,
1.01E+18,"@Airtel_Presence , No dial tone for first 2 calls , 3rd call only i M hearing, Please solve it",NSC,
1.01E+18,RT @Cavikasrsomani: @SpeakUp_IN @SushilKejriwal5 @RDCBob1 @Airtel_Presence @TRAI @jagograhakjago @Consumer2Court @ZeeNews @aajtak @abpnewst…,QRY,
1.01E+18,@Airtel_Presence Till when is Airtel TV app is free of cost?,QRY,
1.01E+18,"RT @shakkuiyer: Hello @Airtel_Presence !

You are absent in our area since 15 days 

Happening second time after the rains started.

One li…",QRY,
1.01E+18,"RT @prasadkotwal: @Airtel_Presence @airtelindia do you really think this stupid automated reply will work.
2 days passed still work not don…",NSC,
1.01E+18,@airtelindia @Airtel_Presence This is how Airtel cheats it's customer. They wrongly charged extra Rs.255 for roamin… https://t.co/lYsrwnG8C4,NSC,
1.01E+18,@Airtel_Presence @airtelindia Bloody executives of airtel. Don't know how to speak to customers. Really frustrated… https://t.co/27Mdht7dAk,NSC,
1.01E+18,@Airtel_Presence hey my internet is not working.I have a broadband connection. Please check your dms.,NNW,
1.01E+18,"Port code generated from @VodafoneIN , Need some good postpaid plan from @reliancejio or @airtelindia Can anyone pl… https://t.co/Hqkbu5Fjhe",NSC,
1.01E+18,"@Airtel_Presence I  ported in to Airtel on 14june2018 , number is 8800192370, but DSA provided me wrong SIM card, b… https://t.co/BFuqvFDQcw",NPL,
1.01E+18,@Airtel_Presence @airtelindia #slowest4gnetwork in India wake up airtel #refund my money https://t.co/gXFDtazCD3,NNW,
1.01E+18,"This is super weird
It shows 4G signal but the speed is 2G.
At the same place me Mobile would give me full signal a… https://t.co/yAkCs249td",NSC,
1.01E+18,@airtelindia @Airtel_Presence @airtelnews I did receive a call back from social media where the person told he is u… https://t.co/zftPmmDljn,NSC,
1.01E+18,Planning to port out from @Airtel_Presence  for their worst service ..any better networks for postpaid?,NSC,
1.01E+18,"Dear @Airtel_Presence,
Your customer service in chennai is bad. Wait can i call it pathetic? I am not even able to… https://t.co/1Xg4r7Jrj3",NSC,
1.01E+18,@VodafoneIN - I need to avail your services now moving forward. As of now I am availing @airtelindia… https://t.co/fJbPUe5yoB,QRY,
1.01E+18,I did a speed test today and noticed that the fastest network of India i.e. Airtel speed in 4G n/w is &lt;5 MBPS. I ha… https://t.co/RoRaihjKZQ,NNW,
1.01E+18,"@JioCare
dear
 i purchased new sim of @reliancejio today, and i was amazed to see the internet speed of… https://t.co/VFNGnJ45Mw",NSC,
1.01E+18,@Airtel_Presence new DTH offer on this day?,NPL,
1.01E+18,No it's not working for me. And @Airtel_Presence is saying that Asus Zenfone Max Pro M1 doesn't support VoLTE of Ai… https://t.co/ULRUNHJki1,NNW,
1.01E+18,@Airtel_Presence @airtelindia requested for DTH installation two days earlier...no one coming engineer not picking… https://t.co/jKT72jkPdd,NSC,
1.01E+18,What kind of moron tries to call a customer on the phone for which a complaint has been filed for being unable to r… https://t.co/qNoI53F596,NSC,
1.01E+18,RT @cvrchandra10: I did a speed test today and noticed that the fastest network of India i.e. Airtel speed in 4G n/w is &lt;5 MBPS. I had lodg…,NNW,
1.01E+18,@Airtel_Presence claims to be best network..but actually it's worst. Automatically deactivated my voice mailbox ser… https://t.co/TjbnKVTN0C,NSC,
1.01E+18,Mera Network Provider @Airtel_Presence  #DataChor hai,NSC,
1.01E+18,@Airtel_Presence I've been in contact with ur customer since last few days... U can go through attached photo for t… https://t.co/Fmscfu1QnE,NSC,
1.01E+18,@Airtel_Presence I m facing a lot of issue of my network in my locality .. I don't receive any calls which are shown as msgs as alert .,NNW,
1.01E+18,"RT @shakkuiyer: Hello @Airtel_Presence !

You are absent in our area since 15 days 

Happening second time after the rains started.

One li…",QRY,
1.01E+18,@Airtel_Presence @airtelindia I need support.. when I call customer care they say contact store.. I need help against store.. please help!,NSC,
1.01E+18,@Airtel_Presence I have already sent you mail regarding internet speed issue on 9503513811. This despite doing a re… https://t.co/jWmEBA9DYm,NNW,
1.01E+18,"@Airtel_Presence Hi, I switched from Airtel postpaid to prepaid on 16th Jul, and also did a recharge of 448. My Air… https://t.co/uR1iuPTqGH",NNW,
1.01E+18,"Airtel VoLTE isn't working even after the latest update! @Airtel_Presence @ASUSIndia @ASUS 
Mobile is heating up a… https://t.co/JDqqYhftMj",NNW,
1.01E+18,"@Airtel_Presence i have got fed up of airtel services. Call drops , slow internet, call not connecting. Today eveni… https://t.co/Q0YNEHQ9BX",NNW,
1.01E+18,@Airtel_Presence net speed ek dm bukbas is se achha to 2g ka speed aata hai,NNW,
1.01E+18,"@Airtel_Presence today it's 11th day.
Service request no. 96765280.
Poorest service I have ever seen in my life.
I… https://t.co/lDHq0kk1XR",NSC,
1.01E+18,"@airtelindia @Airtel_Presence Phone is dead and internet not working. Sent email an hour ago, but no response.",NNW,
1.01E+18,@Airtel_Presence The so called fastest network of India has download speed of 2.5 mbps and upload speed of 0.31 mbp… https://t.co/faO9epzErO,NNW,
1.01E+18,"RT @prafull07sharma: @Airtel_Presence facing internet connectivity issues,on 9650906842.
 customer care is not responsive. @airtelindia @Ai…",NNW,
1.01E+18,@Airtel_Presence https://t.co/3W7Ezk6QMI,NNW,
1.01E+18,RT @prerak_nayar: @Airtel_Presence Nothing has happened ... you do not understand .,NSC,
